"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP3wt_rep1"	"IGF2BP3wt_rep2"	"IGF2BP3I474M_rep1"	"IGF2BP3I474M_rep2"	"IGF2BP3R525C_rep1"	"IGF2BP3R525C_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr6"	129577198	129577206	"IGF2BP3R525C_final"	"-"	2.23	8.002	13.095	7.98	7.833333333	4.697142857	"ENSG00000146376.11"	"ARHGAP18"	"protein_coding"	"3UTR"
"chr6"	129577870	129577878	"IGF2BP3R525C_final"	"-"	11.81142857	3.768	0.272	2.225	11.268	7.1275	"ENSG00000146376.11"	"ARHGAP18"	"protein_coding"	"3UTR"
"chr6"	129605930	129605938	"IGF2BP3wt_final"	"-"	5.886	12.02	0.2666666667	0	3.886666667	5.263333333	"ENSG00000146376.11"	"ARHGAP18"	"protein_coding"	"CDS"
"chr6"	130835069	130835077	"IGF2BP3wt_final"	"+"	6.462	14.33833333	3.192	4.63	1.246666667	4.816666667	"ENSG00000256162.2"	"SMLR1"	"protein_coding"	"3UTR"
"chr6"	131858668	131858676	"IGF2BP3wt_final"	"+"	5.23	7.635	0	2.706666667	0	0	"ENSG00000197594.13"	"ENPP1"	"protein_coding"	"CDS"
"chr6"	131890732	131890740	"IGF2BP3R525C_final"	"+"	3.052	2.798333333	9.056	0	5.236	10.394	"ENSG00000197594.13"	"ENPP1"	"protein_coding"	"3UTR"
"chr6"	131894644	131894652	"IGF2BP3wt_final"	"+"	7.71	3.8175	0.46	0	1.58	0	"ENSG00000197594.13"	"ENPP1"	"protein_coding"	"3UTR"
"chr6"	131948327	131948335	"IGF2BP3wt_final"	"-"	6.48	5.395714286	1.133333333	0	0.8	2.478	"ENSG00000118523.6"	"CCN2"	"protein_coding"	"3UTR"
"chr6"	131948528	131948540	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	24.03545455	21.71454545	15.23090909	20.69666667	22.89	12.988	"ENSG00000118523.6"	"CCN2"	"protein_coding"	"3UTR"
"chr6"	131949216	131949228	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	19.40454545	22.6525	16.604	24.89454545	16.57636364	19.8	"ENSG00000118523.6"	"CCN2"	"protein_coding"	"3UTR"
"chr6"	131949318	131949331	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	20.92333333	4.6275	6.59	0	9.555	7.605	"ENSG00000118523.6"	"CCN2"	"protein_coding"	"CDS"
"chr6"	132815028	132815036	"IGF2BP3wt_final"	"+"	85.43250625	79.18875	0	0	0.69374875	4.87875	"ENSG00000112306.8"	"RPS12"	"protein_coding"	"CDS"
"chr6"	136259646	136259654	"IGF2BP3wt_final"	"-"	7.77	13.32	5.5075	0	5.772	6.575	"ENSG00000029363.17"	"BCLAF1"	"protein_coding"	"3UTR"
"chr6"	137198586	137198594	"IGF2BP3wt_final"	"-"	11.82	14.4675	0	3.2	4.875	6.276666667	"ENSG00000027697.15"	"IFNGR1"	"protein_coding"	"CDS"
"chr6"	138422846	138422854	"IGF2BP3wt_final"	"-"	11.89	5.1375	3.44	3.153333333	3.42	4.84	"ENSG00000135540.11"	"NHSL1"	"protein_coding"	"3UTR"
"chr6"	138424797	138424805	"IGF2BP3I474M_final"	"-"	9.281666667	11.31666667	16.6	6.726666667	7.866666667	4.863333333	"ENSG00000135540.11"	"NHSL1"	"protein_coding"	"CDS"
"chr6"	140888155	140888163	"IGF2BP3wt_final"	"-"	6.366	13.985	0	0.4	2.052	2.836666667	"ENSG00000285875.1"	"AL035446.2"	"lncRNA"	"intron"
"chr6"	142367715	142367723	"IGF2BP3I474M_final,IGF2BP3R525C_final"	"+"	4.925	19.24125	3.62	5.013333333	11.74	8.946	"ENSG00000112414.15"	"ADGRG6"	"protein_coding"	"CDS"
"chr6"	142370604	142370612	"IGF2BP3I474M_final"	"+"	18.34	23.09375	12.73333333	18.01142857	7.182857143	3.567142857	"ENSG00000112414.15"	"ADGRG6"	"protein_coding"	"CDS"
"chr6"	142390293	142390301	"IGF2BP3R525C_final"	"+"	8.031428571	16.72875	0.272	0.265	9.7125	2.15	"ENSG00000112414.15"	"ADGRG6"	"protein_coding"	"CDS"
"chr6"	142403860	142403870	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	14.05125	14.69625	13.80285714	10.3625	9.111428571	10.69375	"ENSG00000112414.15"	"ADGRG6"	"protein_coding"	"CDS"
"chr6"	142408162	142408170	"IGF2BP3wt_final"	"+"	16.44166667	15.0625	12.75	9.504	5.056666667	1.345	"ENSG00000112414.15"	"ADGRG6"	"protein_coding"	"CDS"
"chr6"	142415874	142415884	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	11.055	13.83	9.43	11.02666667	9.06	2.5	"ENSG00000112414.15"	"ADGRG6"	"protein_coding"	"CDS"
"chr6"	142444678	142444686	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	17.17857143	11.672	11.79	6.86	10.76666667	4.682	"ENSG00000112414.15"	"ADGRG6"	"protein_coding"	"3UTR"
"chr6"	142445355	142445363	"IGF2BP3I474M_final"	"+"	1.105	2.95	13.1	26.85	7.16	0.32	"ENSG00000112414.15"	"ADGRG6"	"protein_coding"	"3UTR"
"chr6"	142445806	142445814	"IGF2BP3wt_final"	"+"	12.35	7.725	1.386666667	0	0.38	2.5	"ENSG00000112414.15"	"ADGRG6"	"protein_coding"	"3UTR"
"chr6"	143495788	143495796	"IGF2BP3wt_final"	"-"	5.6625	9.42	4.628	0	5.43	0	"ENSG00000001036.14"	"FUCA2"	"protein_coding"	"CDS"
"chr6"	143504120	143504128	"IGF2BP3wt_final"	"-"	15.46	23.052	9.145	8.865	11.668	8.051666667	"ENSG00000001036.14"	"FUCA2"	"protein_coding"	"CDS"
"chr6"	143511594	143511602	"IGF2BP3wt_final"	"-"	4.95	6.615	4.88	9.91	2.02	0.585	"ENSG00000001036.14"	"FUCA2"	"protein_coding"	"CDS"
"chr6"	143863158	143863166	"IGF2BP3R525C_final"	"+"	2.053333333	12.41333333	2.27	5.505	4.97	15.19	"ENSG00000135521.9"	"LTV1"	"protein_coding"	"CDS"
"chr6"	144423588	144423596	"IGF2BP3R525C_final"	"+"	6.0425	3.16	6.744	9.32	7.786666667	5.21	"ENSG00000152818.18"	"UTRN"	"protein_coding"	"CDS"
"chr6"	144487683	144487691	"IGF2BP3wt_final"	"+"	3.015	6.5325	10.87	0	3.48	0	"ENSG00000152818.18"	"UTRN"	"protein_coding"	"CDS"
"chr6"	144523048	144523056	"IGF2BP3wt_final"	"+"	10.78714286	10.31142857	6.731428571	3.33	6.63	1.13	"ENSG00000152818.18"	"UTRN"	"protein_coding"	"CDS"
"chr6"	144531191	144531199	"IGF2BP3R525C_final"	"+"	7.39	2.395	4.786666667	0.006666666667	16.46666667	11.774	"ENSG00000152818.18"	"UTRN"	"protein_coding"	"CDS"
"chr6"	144539333	144539341	"IGF2BP3R525C_final"	"+"	7.673333333	16.36833333	0	34.50666667	14.57714286	12.8	"ENSG00000152818.18"	"UTRN"	"protein_coding"	"CDS"
"chr6"	144557230	144557238	"IGF2BP3R525C_final"	"+"	5.972	4.406666667	10.14	1.45	7.22	8.921666667	"ENSG00000152818.18"	"UTRN"	"protein_coding"	"CDS"
"chr6"	144678507	144678515	"IGF2BP3wt_final"	"+"	9.02	8.206	2.133333333	0.02	2.12	0	"ENSG00000152818.18"	"UTRN"	"protein_coding"	"CDS"
"chr6"	144836314	144836322	"IGF2BP3R525C_final"	"+"	12.22	5.038333333	2.766666667	5.22	14.728	7.7	"ENSG00000152818.18"	"UTRN"	"protein_coding"	"CDS"
"chr6"	146604244	146604252	"IGF2BP3R525C_final"	"+"	6.57	0	0	1.06	6.24	6.33	"ENSG00000118492.18"	"ADGB"	"protein_coding"	"intron"
"chr6"	149661946	149661954	"IGF2BP3wt_final"	"-"	5.503333333	3.483333333	2.583333333	0.8533333333	0	1.16	"ENSG00000131023.13"	"LATS1"	"protein_coding"	"CDS"
"chr6"	149727021	149727029	"IGF2BP3I474M_final"	"-"	2.5275	7.293333333	8.832	9.608	0.7466666667	6.23	"ENSG00000120253.14"	"NUP43"	"protein_coding"	"CDS"
"chr6"	150949046	150949054	"IGF2BP3R525C_final"	"+"	13.882	4.514	3.2	0.72	12.39428571	10.60333333	"ENSG00000120254.16"	"MTHFD1L"	"protein_coding"	"CDS"
"chr6"	151458465	151458473	"IGF2BP3wt_final"	"+"	10.87666667	8.286666667	1.2	0	4.28	1.106666667	"ENSG00000146476.11"	"ARMT1"	"protein_coding"	"CDS"
"chr6"	154405727	154405735	"IGF2BP3I474M_final"	"-"	14.1675	8.086666667	10.045	13.36	15.32666667	6.15	"ENSG00000153721.19"	"CNKSR3"	"protein_coding"	"3UTR"
"chr6"	154742122	154742130	"IGF2BP3I474M_final"	"+"	5.32	2.36	8.38	7.23	0	1.835	"ENSG00000213079.10"	"SCAF8"	"protein_coding"	"intron"
"chr6"	154805433	154805441	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	9.576	17.315	20.97	9.925714286	9.334285714	7.3275	"ENSG00000213079.10"	"SCAF8"	"protein_coding"	"CDS"
"chr6"	154833283	154833291	"IGF2BP3wt_final"	"+"	14.274	10.955	2.58	3.805	12.624	7.8125	"ENSG00000213079.10"	"SCAF8"	"protein_coding"	"CDS"
"chr6"	154833685	154833693	"IGF2BP3wt_final"	"+"	11.1	12.21	0	4.69	4.62	7.093333333	"ENSG00000213079.10"	"SCAF8"	"protein_coding"	"3UTR"
"chr6"	154994715	154994724	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	14.43	11.1	15.4	17.42	13.2	13.3	"ENSG00000146426.18"	"TIAM2"	"protein_coding"	"intron"
"chr6"	155297024	155297032	"IGF2BP3R525C_final"	"-"	1.804	2.753333333	0	1.603333333	10.72	5.54	"ENSG00000029639.11"	"TFB1M"	"protein_coding"	"CDS"
"chr6"	155314304	155314312	"IGF2BP3wt_final"	"-"	12.0275	14.216	10.335	1.813333333	2.365	14.892	"ENSG00000029639.11"	"TFB1M"	"protein_coding"	"CDS"
"chr6"	156935510	156935518	"IGF2BP3wt_final"	"+"	6.57	5.46	3.46	0	2.94	0.505	"ENSG00000049618.24"	"ARID1B"	"protein_coding"	"CDS"
"chr6"	157208406	157208414	"IGF2BP3wt_final"	"+"	7.95	10.94666667	11.66666667	6.39	3.466666667	0	"ENSG00000049618.24"	"ARID1B"	"protein_coding"	"3UTR"
"chr6"	158312271	158312279	"IGF2BP3wt_final"	"+"	8.208	6.58	1.1	1.37	0	7.965	"ENSG00000130338.13"	"TULP4"	"protein_coding"	"exon"
"chr6"	158313502	158313510	"IGF2BP3wt_final"	"+"	7.635	6.525	1.34	0	1.44	0.425	"ENSG00000130338.13"	"TULP4"	"protein_coding"	"5UTR"
"chr6"	158313610	158313618	"IGF2BP3wt_final"	"+"	13.73333333	11.93166667	8.79	5.493333333	7.615	5.876666667	"ENSG00000130338.13"	"TULP4"	"protein_coding"	"5UTR"
"chr6"	158313700	158313708	"IGF2BP3wt_final"	"+"	9.7125	9.435	0	2.68	2.64	12.635	"ENSG00000130338.13"	"TULP4"	"protein_coding"	"5UTR"
"chr6"	158589680	158589692	"IGF2BP3I474M_final,IGF2BP3R525C_final"	"+"	17.9975	17.20857143	13.05	4.585	4.386666667	7.7825	"ENSG00000146433.9"	"TMEM181"	"protein_coding"	"CDS"
"chr6"	158589693	158589701	"IGF2BP3wt_final"	"+"	18.218	16.59571429	10	0.54	0.645	5.47	"ENSG00000146433.9"	"TMEM181"	"protein_coding"	"CDS"
"chr6"	158605308	158605316	"IGF2BP3wt_final"	"+"	17.15666667	8.026	6.545714286	0	0	0	"ENSG00000146433.9"	"TMEM181"	"protein_coding"	"CDS"
"chr6"	158608720	158608728	"IGF2BP3I474M_final,IGF2BP3R525C_final"	"+"	0.99	32.875	16.3	13.49	24.9	19.506	"ENSG00000146433.9"	"TMEM181"	"protein_coding"	"CDS"
"chr6"	158636536	158636544	"IGF2BP3wt_final"	"-"	14.43	14.43	2.8	8.04	6.6	5.32	"ENSG00000146425.11"	"DYNLT1"	"protein_coding"	"3UTR"
"chr6"	159679232	159679240	"IGF2BP3wt_final"	"-"	6.42	4.4775	0	0	0	1.09	"ENSG00000112096.19"	"SOD2"	"protein_coding"	"3UTR"
"chr6"	159680086	159680094	"IGF2BP3R525C_final"	"-"	16.43428571	13.26285714	26.17142857	15.25142857	11.76	15.498	"ENSG00000112096.19"	"SOD2"	"protein_coding"	"3UTR"
"chr6"	159680100	159680108	"IGF2BP3wt_final"	"-"	18.33	18.43571429	33.04	14.56857143	5.985	12.96	"ENSG00000112096.19"	"SOD2"	"protein_coding"	"3UTR"
"chr6"	159681996	159682004	"IGF2BP3wt_final"	"-"	7.616666667	13.26	0	0	7.872	3.756666667	"ENSG00000112096.19"	"SOD2"	"protein_coding"	"3UTR"
"chr6"	159688169	159688178	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	8.892857143	17.31	3.105714286	2.714285714	0.6942857143	0.425	"ENSG00000112096.19"	"SOD2"	"protein_coding"	"CDS"
"chr6"	159749139	159749147	"IGF2BP3I474M_final"	"+"	6.126	4.905	15.01	11.78	4.92	5	"ENSG00000146457.16"	"WTAP"	"protein_coding"	"3UTR"
"chr6"	159762965	159762973	"IGF2BP3wt_final"	"+"	8.948333333	10.085	4.233333333	5.62	0	14.3475	"ENSG00000120437.9"	"ACAT2"	"protein_coding"	"CDS"
"chr6"	159778270	159778278	"IGF2BP3wt_final"	"+"	20.14166667	12.2375	22.875	39.11714286	23.63	0	"ENSG00000120437.9"	"ACAT2"	"protein_coding"	"CDS"
"chr6"	159780302	159780311	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	269.8133267	248.1066678	146.6288878	136.9466633	185.0466678	108.8911144	"ENSG00000207392.1"	"SNORA20"	"snoRNA"	"exon"
"chr6"	159784744	159784752	"IGF2BP3wt_final"	"-"	24	21.54857143	3.35	10.192	1.3	9.661666667	"ENSG00000120438.12"	"TCP1"	"protein_coding"	"CDS"
"chr6"	159785465	159785473	"IGF2BP3wt_final"	"-"	18.09571429	4.116666667	0.4571428571	5.173333333	7.402857143	0.758	"ENSG00000120438.12"	"TCP1"	"protein_coding"	"CDS"
"chr6"	159797329	159797339	"IGF2BP3I474M_final,IGF2BP3R525C_final"	"+"	0.44	5.694	19.1125	10.165	16.98	16.1375	"ENSG00000112110.10"	"MRPL18"	"protein_coding"	"CDS"
"chr6"	160024686	160024694	"IGF2BP3wt_final"	"+"	9.0075	11.868	4.19	7.335	1.7	6.375	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160047230	160047238	"IGF2BP3R525C_final"	"+"	0.3633333333	0	0	0.508	9.593333333	7.058333333	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160048439	160048447	"IGF2BP3wt_final"	"+"	9.3675	11.532	0	0.02	1.73	4.892	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160056476	160056484	"IGF2BP3wt_final"	"+"	3.64	10.855	2.306666667	0.6	7.368	1.25	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160058086	160058094	"IGF2BP3R525C_final"	"+"	5.21	3.173333333	6.78	7.233333333	17.015	11.1825	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160058910	160058918	"IGF2BP3I474M_final"	"+"	2.66	9.5975	6.266666667	7.39	4.8	4.423333333	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160060684	160060692	"IGF2BP3I474M_final"	"+"	10.5375	8.51125	9.133333333	11.43	15.104	2.64	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160063502	160063510	"IGF2BP3R525C_final"	"+"	0.714	0	4.13	0	7.26	4.095	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160079704	160079712	"IGF2BP3I474M_final"	"+"	6.204	7.83	12.585	5.675	0	0	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160088106	160088114	"IGF2BP3R525C_final"	"+"	13.29666667	14.31285714	4.6	1.845	15.244	10.24857143	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160088118	160088126	"IGF2BP3wt_final"	"+"	13.195	24.85	2.8	3.42	6.02	10.605	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	160089969	160089977	"IGF2BP3R525C_final"	"+"	2.36	2.175	1.38	5.22	9.06	13.14	"ENSG00000197081.16"	"IGF2R"	"protein_coding"	"CDS"
"chr6"	166365102	166365110	"IGF2BP3wt_final"	"-"	27.89142857	18.66	18.5	5.033333333	11.46	3.9625	"ENSG00000060762.19"	"MPC1"	"protein_coding"	"3UTR"
"chr6"	166948596	166948611	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	9.681666667	11.6775	3.451428571	15.04666667	11.89714286	15.08166667	"ENSG00000026297.16"	"RNASET2"	"protein_coding"	"CDS"
"chr6"	167875378	167875386	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	8.772	13.212	2.75	16.87	7.488	6.266	"ENSG00000130396.20"	"AFDN"	"protein_coding"	"CDS"
"chr6"	167914659	167914667	"IGF2BP3I474M_final"	"+"	9.546	6.66	10.08	14.07	4.4	1.995	"ENSG00000130396.20"	"AFDN"	"protein_coding"	"CDS"
"chr6"	167970908	167970916	"IGF2BP3R525C_final"	"+"	7.40375	4.2125	5.4	0.01	8.2	13.286	"ENSG00000130396.20"	"AFDN"	"protein_coding"	"3UTR"
"chr6"	169708168	169708176	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	7.9125	11.7975	17.44	5.275	1.245	0.425	"ENSG00000130024.15"	"PHF10"	"protein_coding"	"3UTR"
"chr7"	854970	854978	"IGF2BP3wt_final"	"+"	4.3725	6.264	1.39	6.49	0	0	"ENSG00000164828.18"	"SUN1"	"protein_coding"	"CDS"
"chr7"	1498766	1498774	"IGF2BP3wt_final"	"-"	9.855	6.2025	2.69	5.42	10.29	0	"ENSG00000164880.16"	"INTS1"	"protein_coding"	"CDS"
"chr7"	2372787	2372795	"IGF2BP3I474M_final"	"+"	13.56	23.55	4.06	4.603333333	9.52	0.0525	"ENSG00000106263.18"	"EIF3B"	"protein_coding"	"CDS"
"chr7"	2380378	2380386	"IGF2BP3wt_final"	"+"	12.5	4.73	0.06666666667	0	0	0	"ENSG00000106263.18"	"EIF3B"	"protein_coding"	"3UTR"
"chr7"	2647160	2647168	"IGF2BP3wt_final"	"+"	7.8	8.1075	6.124	1.646666667	0	7.692	"ENSG00000136295.15"	"TTYH3"	"protein_coding"	"CDS"
"chr7"	2664750	2664758	"IGF2BP3R525C_final"	"+"	10.9975	0	0.7533333333	13.63	14.055	8.06	"ENSG00000136295.15"	"TTYH3"	"protein_coding"	"3UTR"
"chr7"	2731493	2731501	"IGF2BP3R525C_final"	"-"	0.666	10.518	2.792	3.95	8.604	15.864	"ENSG00000146535.14"	"GNA12"	"protein_coding"	"CDS"
"chr7"	5316042	5316050	"IGF2BP3R525C_final"	"-"	8.19	0	0	0	11.34	4.84	"ENSG00000182095.14"	"TNRC18"	"protein_coding"	"CDS"
"chr7"	5527455	5527463	"IGF2BP3wt_final"	"-"	25.41	15.834	4.084	7.223333333	10.836	13.69666667	"ENSG00000075624.17"	"ACTB"	"protein_coding"	"3UTR"
"chr7"	5527786	5527794	"IGF2BP3wt_final"	"-"	27.15428571	17.265	0	11.92	0.7425	8.344285714	"ENSG00000075624.17"	"ACTB"	"protein_coding"	"CDS"
"chr7"	5528016	5528024	"IGF2BP3wt_final"	"-"	48.94285714	27.76125	34.18250125	0.5185714286	0	0	"ENSG00000075624.17"	"ACTB"	"protein_coding"	"CDS"
"chr7"	5529263	5529274	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	275.4909118	296.3790991	233.8872682	100.4581791	59.81818818	12.13909273	"ENSG00000075624.17"	"ACTB"	"protein_coding"	"CDS"
"chr7"	5530555	5530563	"IGF2BP3wt_final"	"-"	13.06714286	10.68125	19.93333333	0.596	9.04	0	"ENSG00000075624.17"	"ACTB"	"protein_coding"	"5UTR"
"chr7"	5898909	5898917	"IGF2BP3I474M_final"	"+"	3.846666667	0.665	6.55	10.39	4.94	0	"ENSG00000122674.12"	"CCZ1"	"protein_coding"	"CDS"
"chr7"	6024441	6024449	"IGF2BP3wt_final"	"-"	12.426	11.214	0.4533333333	8.988	2.136	0.3366666667	"ENSG00000086232.13"	"EIF2AK1"	"protein_coding"	"3UTR"
"chr7"	6402772	6402780	"IGF2BP3R525C_final"	"+"	3.9225	7.53	1.096	6.15	4.215	9.158333333	"ENSG00000136238.18"	"RAC1"	"protein_coding"	"3UTR"
"chr7"	6403204	6403212	"IGF2BP3R525C_final"	"+"	8.66	4.397142857	0.552	2.94	12.57142857	13.67	"ENSG00000136238.18"	"RAC1"	"protein_coding"	"3UTR"
"chr7"	6461502	6461510	"IGF2BP3wt_final"	"-"	3.024	4.902	0.67	0	0	2.14	"ENSG00000136240.10"	"KDELR2"	"protein_coding"	"3UTR"
"chr7"	6462265	6462273	"IGF2BP3I474M_final"	"-"	4.71	3.8175	6.976	12.696	3.53	5.628	"ENSG00000136240.10"	"KDELR2"	"protein_coding"	"3UTR"
"chr7"	6462614	6462622	"IGF2BP3wt_final"	"-"	8.39	9.415	2.765	0.265	4.17	9.575	"ENSG00000136240.10"	"KDELR2"	"protein_coding"	"3UTR"
"chr7"	6463041	6463049	"IGF2BP3wt_final"	"-"	53.3099975	45.40125	0	0	20.9325	27.98875	"ENSG00000136240.10"	"KDELR2"	"protein_coding"	"CDS"
"chr7"	6466079	6466088	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	21.54857143	24.87857143	12.56	3.046666667	22.45714286	29.48714286	"ENSG00000136240.10"	"KDELR2"	"protein_coding"	"CDS"
"chr7"	6466156	6466164	"IGF2BP3wt_final"	"-"	23.46428571	19.28	22.43	6.12	4.577142857	15.91142857	"ENSG00000136240.10"	"KDELR2"	"protein_coding"	"CDS"
"chr7"	6469608	6469616	"IGF2BP3wt_final"	"-"	3.89625	10.50428571	0	0	0	5.584285714	"ENSG00000136240.10"	"KDELR2"	"protein_coding"	"CDS"
"chr7"	6474213	6474221	"IGF2BP3R525C_final"	"-"	57.35625125	67.90714429	11.8825	27.73714286	35.8875	31.69571429	"ENSG00000136240.10"	"KDELR2"	"protein_coding"	"CDS"
"chr7"	6474228	6474236	"IGF2BP3wt_final"	"-"	73.44000143	72.37875	31.6125	25.33142857	32.94	23.155	"ENSG00000136240.10"	"KDELR2"	"protein_coding"	"CDS"
"chr7"	7243630	7243638	"IGF2BP3R525C_final"	"+"	2.628	0.355	6.026666667	0.24	2.862857143	9.49	"ENSG00000106392.11"	"C1GALT1"	"protein_coding"	"CDS"
"chr7"	10933646	10933654	"IGF2BP3R525C_final"	"-"	1.8225	4.92	1.58	3.732	4.932	19.83285714	"ENSG00000189043.10"	"NDUFA4"	"protein_coding"	"CDS"
"chr7"	10938113	10938121	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	3.655	5.2275	9.784	2.624	13.35	8.618	"ENSG00000189043.10"	"NDUFA4"	"protein_coding"	"CDS"
"chr7"	10938877	10938885	"IGF2BP3wt_final"	"-"	15.9975	10.68375	1.635	4.48	4.56	2.031666667	"ENSG00000189043.10"	"NDUFA4"	"protein_coding"	"CDS"
"chr7"	23311930	23311938	"IGF2BP3wt_final"	"-"	18.87	14.43	11.9	12.73	2.64	12.41333333	"ENSG00000136231.14"	"IGF2BP3"	"protein_coding"	"3UTR"
"chr7"	23521760	23521768	"IGF2BP3I474M_final"	"-"	1.038	13.758	5.195	8.214285714	0	7.70625	"ENSG00000164548.11"	"TRA2A"	"protein_coding"	"CDS"
"chr7"	26208458	26208466	"IGF2BP3R525C_final"	"+"	4.441428571	1.25	2.05	3.98	17.03	9.804285714	"ENSG00000122565.19"	"CBX3"	"protein_coding"	"CDS"
"chr7"	27785407	27785415	"IGF2BP3wt_final"	"+"	18.035	17.73	0	14.55333333	11.08	6.098571429	"ENSG00000106052.13"	"TAX1BP1"	"protein_coding"	"CDS"
"chr7"	27792134	27792142	"IGF2BP3R525C_final"	"+"	5.46	25.995	2.76	9.1	9.408	23.62	"ENSG00000106052.13"	"TAX1BP1"	"protein_coding"	"CDS"
"chr7"	29092662	29092670	"IGF2BP3wt_final"	"-"	9.99	12.21	3.5	1.34	3.96	0.665	"ENSG00000106066.15"	"CPVL"	"protein_coding"	"CDS"
"chr7"	29922570	29922578	"IGF2BP3wt_final"	"-"	4.4725	6.367142857	2.133333333	0.4466666667	2.224	0.83	"ENSG00000136193.17"	"SCRN1"	"protein_coding"	"3UTR"
"chr7"	30601166	30601174	"IGF2BP3R525C_final"	"+"	2.13	7.68	2.06	1.73	6.24	6.33	"ENSG00000106105.15"	"GARS1"	"protein_coding"	"CDS"
"chr7"	30603092	30603101	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	12.52285714	6.67	2.77	12.69666667	6.27	12.48	"ENSG00000106105.15"	"GARS1"	"protein_coding"	"CDS"
"chr7"	30632254	30632262	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	7.08	11.83714286	5.54	11.305	12.66	0.85	"ENSG00000106105.15"	"GARS1"	"protein_coding"	"CDS"
"chr7"	30633957	30633965	"IGF2BP3R525C_final"	"+"	0.55	0.704	2.166666667	0.24	15.57	15.402	"ENSG00000106105.15"	"GARS1"	"protein_coding"	"3UTR"
"chr7"	36449721	36449729	"IGF2BP3wt_final"	"+"	8.6325	12.66	15.54	4.456	1.68	2.526	"ENSG00000011426.11"	"ANLN"	"protein_coding"	"CDS"
"chr7"	42917437	42917445	"IGF2BP3R525C_final"	"-"	16.494	18.048	4.18	2.54	11.04	16.7975	"ENSG00000106588.12"	"PSMA2"	"protein_coding"	"3UTR"
"chr7"	42917584	42917592	"IGF2BP3wt_final"	"-"	9.083333333	8.081666667	6.355	0	4.453333333	5.803333333	"ENSG00000106588.12"	"PSMA2"	"protein_coding"	"CDS"
"chr7"	43866675	43866683	"IGF2BP3wt_final"	"-"	8.35	16.28	0.2233333333	2.43	3.156666667	7.088571429	"ENSG00000062582.14"	"MRPS24"	"protein_coding"	"3UTR"
"chr7"	44117656	44117664	"IGF2BP3R525C_final"	"-"	2.946666667	4.535	6.035	0.732	9.92	5.846666667	"ENSG00000106628.12"	"POLD2"	"protein_coding"	"CDS"
"chr7"	44579028	44579038	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	15.99875	10.72	5.656	14.38666667	13.496	3.7475	"ENSG00000158604.15"	"TMED4"	"protein_coding"	"3UTR"
"chr7"	44835610	44835618	"IGF2BP3wt_final"	"-"	3.88	4.05	0	0	0	0	"ENSG00000105968.19"	"H2AZ2"	"protein_coding"	"CDS"
"chr7"	45104470	45104478	"IGF2BP3wt_final"	"-"	29.112	27.9	0	5.68	16.42	10.45	"ENSG00000206838.1"	"SNORA5A"	"snoRNA"	"exon"
"chr7"	45105509	45105517	"IGF2BP3wt_final"	"-"	5.0775	7.8525	0	1.8	15.615	2.003333333	"ENSG00000136270.14"	"TBRG4"	"protein_coding"	"CDS"
"chr7"	45891978	45891986	"IGF2BP3wt_final"	"+"	25.37	85.78571143	53.03333667	0	7.72	3.123333333	"ENSG00000146678.10"	"IGFBP1"	"protein_coding"	"CDS"
