"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP2a_rep1"	"IGF2BP2a_rep2"	"IGF2BP2b_rep1"	"IGF2BP2b_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr5"	157787807	157787815	"IGF2BP2b_final"	"-"	4.828571429	7.6925	7.664	6.188	"ENSG00000113282.14"	"CLINT1"	"protein_coding"	"CDS"
"chr5"	157814194	157814202	"IGF2BP2a_final"	"-"	12.855	11.558	1.74	4.2	"ENSG00000113282.14"	"CLINT1"	"protein_coding"	"CDS"
"chr5"	157816790	157816798	"IGF2BP2b_final"	"-"	11.508	10.28666667	12.648	19.01428571	"ENSG00000113282.14"	"CLINT1"	"protein_coding"	"CDS"
"chr5"	160093171	160093179	"IGF2BP2a_final"	"-"	6.87	5.37	5.388	0	"ENSG00000170234.13"	"PWWP2A"	"protein_coding"	"CDS"
"chr5"	160422820	160422828	"IGF2BP2b_final"	"+"	0.6	5.871666667	7.05	5.028	"ENSG00000164611.13"	"PTTG1"	"protein_coding"	"CDS"
"chr5"	160485386	160485394	"IGF2BP2b_final"	"+"	1.14	0.6066666667	5.98	5.804	"ENSG00000283733.1"	"MIR146A"	"miRNA"	"exon"
"chr5"	163439274	163439282	"IGF2BP2b_final"	"+"	0.45	0.04666666667	9.694285714	14.28571429	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"CDS"
"chr5"	163439386	163439394	"IGF2BP2a_final"	"+"	21.42	37.0025	9.0225	22.28	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"CDS"
"chr5"	163441286	163441294	"IGF2BP2b_final"	"+"	19.87142857	26.92285714	34.28857143	27.14	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"CDS"
"chr5"	163441904	163441912	"IGF2BP2a_final"	"+"	52.12	50.95333333	22.80857143	27.272	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"CDS"
"chr5"	163442092	163442100	"IGF2BP2b_final"	"+"	32.075	44.61875	20.55333333	24.11666667	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"CDS"
"chr5"	163442420	163442428	"IGF2BP2b_final"	"+"	10.044	28.745	25.02	14.46571429	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"CDS"
"chr5"	163443912	163443920	"IGF2BP2b_final"	"+"	19.452	18.002	30.396	29.535	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"3UTR"
"chr5"	163444072	163444080	"IGF2BP2a_final"	"+"	17.09	19.222	7.35	16.232	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"3UTR"
"chr5"	163444436	163444444	"IGF2BP2b_final"	"+"	15.26	28.94	23.43	7.88	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"3UTR"
"chr5"	163444798	163444808	"IGF2BP2a_final,IGF2BP2b_final"	"+"	37.5	37.6	33.075	23.95714286	"ENSG00000113328.19"	"CCNG1"	"protein_coding"	"3UTR"
"chr5"	163482688	163482696	"IGF2BP2a_final"	"+"	8.54	6.313333333	4.208	0	"ENSG00000072571.20"	"HMMR"	"protein_coding"	"CDS"
"chr5"	163513962	163513970	"IGF2BP2b_final"	"+"	0.015	6.918	17.388	4.76	"ENSG00000038274.17"	"MAT2B"	"protein_coding"	"CDS"
"chr5"	168494581	168494589	"IGF2BP2b_final"	"+"	3.06	0.6066666667	9.144	7.52	"ENSG00000113643.9"	"RARS1"	"protein_coding"	"CDS"
"chr5"	168517823	168517836	"IGF2BP2a_final,IGF2BP2b_final"	"+"	8.37	10.28571429	8.557142857	5.603333333	"ENSG00000113643.9"	"RARS1"	"protein_coding"	"CDS"
"chr5"	168550037	168550045	"IGF2BP2a_final"	"-"	8.136	5.83	7.68	1.74	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168551008	168551016	"IGF2BP2a_final"	"-"	15.99	17.655	18.555	4.46	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168552074	168552082	"IGF2BP2a_final"	"-"	3.842857143	8.648	3.826666667	0.895	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168553393	168553401	"IGF2BP2b_final"	"-"	2.31	0	17.51	6.54	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168553784	168553792	"IGF2BP2b_final"	"-"	1.366666667	17.074	7.328	7.733333333	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168554354	168554362	"IGF2BP2a_final"	"-"	13.74	5.28	9.75	2.68	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168554526	168554534	"IGF2BP2a_final"	"-"	8.94	8.6225	0	2.526666667	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168554866	168554874	"IGF2BP2b_final"	"-"	2.434285714	3.703333333	3.732	4.91	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168556738	168556746	"IGF2BP2a_final"	"-"	19.95	17.59333333	15.96	7.8	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168557142	168557150	"IGF2BP2a_final"	"-"	15.96	17.745	9.12	7.28	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168557492	168557501	"IGF2BP2a_final,IGF2BP2b_final"	"-"	13.24888889	14.74	16.08857143	9.9675	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"3UTR"
"chr5"	168559046	168559054	"IGF2BP2b_final"	"-"	7.812	13.21666667	18.4	9.282857143	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"CDS"
"chr5"	168566018	168566026	"IGF2BP2a_final"	"-"	11.39	10.56	6.26	1.2	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"CDS"
"chr5"	168568836	168568844	"IGF2BP2b_final"	"-"	6.484	8.333333333	12.844	16.54	"ENSG00000120137.7"	"PANK3"	"protein_coding"	"CDS"
"chr5"	169588494	169588502	"IGF2BP2a_final"	"+"	4.455	2.89	2.32	1.785	"ENSG00000040275.17"	"SPDL1"	"protein_coding"	"CDS"
"chr5"	171405315	171405323	"IGF2BP2a_final,IGF2BP2b_final"	"+"	27.74	75.94571571	37.67428286	21.30857	"ENSG00000181163.14"	"NPM1"	"protein_coding"	"CDS"
"chr5"	171406640	171406648	"IGF2BP2a_final"	"+"	10.77	9.5375	3.82	7.86	"ENSG00000181163.14"	"NPM1"	"protein_coding"	"3UTR"
"chr5"	171410596	171410604	"IGF2BP2a_final,IGF2BP2b_final"	"+"	84.219995	90.2262525	38.81	38.1775	"ENSG00000181163.14"	"NPM1"	"protein_coding"	"3UTR"
"chr5"	172932472	172932480	"IGF2BP2a_final"	"+"	11.69333333	7.92	3.91	3.604	"ENSG00000113719.16"	"ERGIC1"	"protein_coding"	"CDS"
"chr5"	172950747	172950755	"IGF2BP2b_final"	"+"	0	0	14.88	9.336	"ENSG00000113719.16"	"ERGIC1"	"protein_coding"	"CDS"
"chr5"	172951154	172951162	"IGF2BP2a_final"	"+"	16.32	14.425	6.71	5.426666667	"ENSG00000113719.16"	"ERGIC1"	"protein_coding"	"3UTR"
"chr5"	173020286	173020298	"IGF2BP2a_final,IGF2BP2b_final"	"+"	10.86	12.54888889	6.3	5.76	"ENSG00000113732.9"	"ATP6V0E1"	"protein_coding"	"CDS"
"chr5"	173020745	173020754	"IGF2BP2a_final,IGF2BP2b_final"	"+"	16.08	37.25333333	28.62	45.296	"ENSG00000212402.1"	"SNORA74B"	"snoRNA"	"exon"
"chr5"	173314962	173314970	"IGF2BP2a_final"	"-"	5.16	5.825	10.575	1.34	"ENSG00000113739.11"	"STC2"	"protein_coding"	"3UTR"
"chr5"	173316926	173316934	"IGF2BP2a_final"	"-"	4.04	11.4675	0.87	0.804	"ENSG00000113739.11"	"STC2"	"protein_coding"	"3UTR"
"chr5"	173328196	173328204	"IGF2BP2b_final"	"-"	0.936	2.804	4.044	3.868	"ENSG00000113739.11"	"STC2"	"protein_coding"	"5UTR"
"chr5"	173613194	173613202	"IGF2BP2a_final"	"-"	14.11	21.85857143	9.14	18.37666667	"ENSG00000145919.11"	"BOD1"	"protein_coding"	"CDS"
"chr5"	175492130	175492138	"IGF2BP2a_final"	"+"	13.42	10.015	0.66	7.26	"ENSG00000164466.13"	"SFXN1"	"protein_coding"	"CDS"
"chr5"	175527754	175527764	"IGF2BP2a_final,IGF2BP2b_final"	"+"	13.545	11.36	7.8	12.332	"ENSG00000164466.13"	"SFXN1"	"protein_coding"	"3UTR"
"chr5"	175528571	175528579	"IGF2BP2b_final"	"+"	4.8	10.212	5.46	7.545	"ENSG00000164466.13"	"SFXN1"	"protein_coding"	"3UTR"
"chr5"	175881982	175881993	"IGF2BP2a_final,IGF2BP2b_final"	"+"	22.0275	16.726	16.395	11.916	"ENSG00000145920.15"	"CPLX2"	"protein_coding"	"3UTR"
"chr5"	175965146	175965154	"IGF2BP2a_final"	"-"	16.885	12.49	4.345	8.128	"ENSG00000051596.10"	"THOC3"	"protein_coding"	"CDS"
"chr5"	176385282	176385290	"IGF2BP2a_final"	"-"	14.84571429	10.12	4.44	12.38333333	"ENSG00000048162.21"	"NOP16"	"protein_coding"	"CDS"
"chr5"	176388929	176388937	"IGF2BP2a_final"	"+"	11.43	10.83	6.87	5.5	"ENSG00000146066.3"	"HIGD2A"	"protein_coding"	"CDS"
"chr5"	176389482	176389490	"IGF2BP2b_final"	"+"	0	0	4.932	6.02	"ENSG00000146066.3"	"HIGD2A"	"protein_coding"	"CDS"
"chr5"	176486360	176486368	"IGF2BP2a_final"	"+"	5.97	8.56	0.94	5.093333333	"ENSG00000113194.13"	"FAF2"	"protein_coding"	"CDS"
"chr5"	176527264	176527272	"IGF2BP2a_final"	"-"	6.072	11.285	0.78	6.54	"ENSG00000146083.12"	"RNF44"	"protein_coding"	"3UTR"
"chr5"	177593727	177593735	"IGF2BP2a_final"	"+"	6.246666667	13.38166667	5.753333333	0	"ENSG00000184840.12"	"TMED9"	"protein_coding"	"CDS"
"chr5"	178210612	178210620	"IGF2BP2b_final"	"+"	1.603333333	8.91	4.653333333	9.776666667	"ENSG00000197451.12"	"HNRNPAB"	"protein_coding"	"CDS"
"chr5"	179618491	179618499	"IGF2BP2a_final"	"-"	14.076	23.028	12.252	21.94	"ENSG00000169045.17"	"HNRNPH1"	"protein_coding"	"intron"
"chr5"	180550104	180550112	"IGF2BP2b_final"	"+"	4.386666667	6.2125	12.56	12.752	"ENSG00000113300.13"	"CNOT6"	"protein_coding"	"CDS"
"chr5"	181236974	181236982	"IGF2BP2a_final"	"-"	27.21857143	10.37285714	32.59285714	35.74142857	"ENSG00000204628.12"	"RACK1"	"protein_coding"	"3UTR"
"chr5"	181237646	181237654	"IGF2BP2a_final"	"-"	12.4325	24.96	1.933333333	5.94	"ENSG00000204628.12"	"RACK1"	"protein_coding"	"CDS"
"chr5"	181238192	181238200	"IGF2BP2a_final"	"-"	23.5725	27.21625	38.1075	39.3875	"ENSG00000204628.12"	"RACK1"	"protein_coding"	"CDS"
"chr5"	181239124	181239136	"IGF2BP2a_final,IGF2BP2b_final"	"-"	35.154004	75.62417	45.78000091	67.00727545	"ENSG00000204628.12"	"RACK1"	"protein_coding"	"CDS"
"chr5"	181241534	181241547	"IGF2BP2a_final,IGF2BP2b_final"	"-"	22.75384462	16.01076385	79.57845923	39.61076692	"ENSG00000204628.12"	"RACK1"	"protein_coding"	"CDS"
"chr5"	181243767	181243775	"IGF2BP2b_final"	"-"	24.95142857	18.35375	25.41	74.31428429	"ENSG00000204628.12"	"RACK1"	"protein_coding"	"CDS"
"chr6"	1313281	1313289	"IGF2BP2a_final"	"+"	6.824	4.738333333	9.863333333	4.96	"ENSG00000164379.7"	"FOXQ1"	"protein_coding"	"CDS"
"chr6"	1314234	1314242	"IGF2BP2a_final"	"+"	23.28	11.22666667	3.945	2.535	"ENSG00000164379.7"	"FOXQ1"	"protein_coding"	"3UTR"
"chr6"	1314304	1314312	"IGF2BP2a_final"	"+"	24.065	24.895	17.795	26.48	"ENSG00000164379.7"	"FOXQ1"	"protein_coding"	"3UTR"
"chr6"	1623827	1623835	"IGF2BP2a_final"	"-"	10.35	19.204	17.95	12.6	"ENSG00000112699.11"	"GMDS"	"protein_coding"	"3UTR"
"chr6"	1894985	1894993	"IGF2BP2a_final"	"-"	4.74	6.416666667	0	0.485	"ENSG00000112699.11"	"GMDS"	"protein_coding"	"intron"
"chr6"	1920686	1920694	"IGF2BP2b_final"	"-"	10.26	8.645	11.97	8.84	"ENSG00000112699.11"	"GMDS"	"protein_coding"	"intron"
"chr6"	1930176	1930184	"IGF2BP2b_final"	"-"	11.784	4.755	9.934285714	11.03333333	"ENSG00000112699.11"	"GMDS"	"protein_coding"	"CDS"
"chr6"	2080148	2080156	"IGF2BP2a_final"	"-"	17.1	13.832	2.28	10.74666667	"ENSG00000112699.11"	"GMDS"	"protein_coding"	"intron"
"chr6"	2115824	2115832	"IGF2BP2b_final"	"-"	3.495	11.432	19.452	11.2	"ENSG00000112699.11"	"GMDS"	"protein_coding"	"CDS"
"chr6"	2231226	2231234	"IGF2BP2a_final"	"-"	13.68	10.01	3.42	2.08	"ENSG00000112699.11"	"GMDS"	"protein_coding"	"intron"
"chr6"	2232615	2232623	"IGF2BP2a_final"	"-"	10.045	7.645	0	1.6	"ENSG00000112699.11"	"GMDS"	"protein_coding"	"intron"
"chr6"	2233060	2233068	"IGF2BP2a_final"	"-"	7.98	7.735	2.28	6.24	"ENSG00000112699.11"	"GMDS"	"protein_coding"	"intron"
"chr6"	2768874	2768882	"IGF2BP2a_final"	"+"	9.12	8.645	9.12	8.32	"ENSG00000124535.16"	"WRNIP1"	"protein_coding"	"CDS"
"chr6"	2785073	2785081	"IGF2BP2b_final"	"+"	0.33	2.39	8.7	8.026666667	"ENSG00000124535.16"	"WRNIP1"	"protein_coding"	"CDS"
"chr6"	2833957	2833965	"IGF2BP2b_final"	"-"	2.315	2.16	9.555	4.5	"ENSG00000021355.13"	"SERPINB1"	"protein_coding"	"CDS"
"chr6"	2954620	2954628	"IGF2BP2a_final"	"-"	5.16	9.01	13.425	1.34	"ENSG00000124570.21"	"SERPINB6"	"protein_coding"	"CDS"
"chr6"	3153808	3153816	"IGF2BP2a_final"	"-"	13.02	14.485	4.2	4.83	"ENSG00000137267.7"	"TUBB2A"	"protein_coding"	"3UTR"
"chr6"	3267648	3267658	"IGF2BP2a_final,IGF2BP2b_final"	"+"	15.168	17.57833333	9.924	16.284	"ENSG00000180822.12"	"PSMG4"	"protein_coding"	"CDS"
"chr6"	3323969	3323977	"IGF2BP2a_final"	"-"	9.576	9.3275	3.42	0	"ENSG00000137266.15"	"SLC22A23"	"protein_coding"	"CDS"
"chr6"	4032618	4032626	"IGF2BP2a_final"	"+"	13.71	8.555	2.5	7.233333333	"ENSG00000112739.17"	"PRPF4B"	"protein_coding"	"CDS"
"chr6"	4047200	4047208	"IGF2BP2b_final"	"+"	10.128	12.59166667	11.59	15.164	"ENSG00000112739.17"	"PRPF4B"	"protein_coding"	"CDS"
"chr6"	4049066	4049074	"IGF2BP2a_final"	"+"	11.61	8.592	14.96	6.912	"ENSG00000112739.17"	"PRPF4B"	"protein_coding"	"CDS"
"chr6"	4115926	4115934	"IGF2BP2b_final"	"-"	0	1.0025	12.21	3.575	"ENSG00000198721.13"	"ECI2"	"protein_coding"	"CDS"
"chr6"	4133662	4133670	"IGF2BP2a_final"	"-"	18.72	12.13571429	4.194285714	1.52	"ENSG00000198721.13"	"ECI2"	"protein_coding"	"CDS"
"chr6"	4999876	4999884	"IGF2BP2a_final"	"-"	10.41	5.8925	3.15	4.83	"ENSG00000124787.14"	"RPP40"	"protein_coding"	"CDS"
"chr6"	5002178	5002186	"IGF2BP2b_final"	"-"	7.644	12.07714286	8.328	11.14333333	"ENSG00000124787.14"	"RPP40"	"protein_coding"	"CDS"
"chr6"	5109092	5109100	"IGF2BP2b_final"	"-"	1.476	0	5.805	11.62333333	"ENSG00000214113.11"	"LYRM4"	"protein_coding"	"3UTR"
"chr6"	5216660	5216672	"IGF2BP2a_final,IGF2BP2b_final"	"-"	23.12222222	10.73	29.642	15.32	"ENSG00000214113.11"	"LYRM4"	"protein_coding"	"CDS"
"chr6"	7250296	7250304	"IGF2BP2a_final"	"+"	18.675	6.13	8.86	2.46	"ENSG00000124782.20"	"RREB1"	"protein_coding"	"3UTR"
"chr6"	7287906	7287914	"IGF2BP2b_final"	"-"	0.2657142857	8.328571429	11.445	13.248	"ENSG00000124783.14"	"SSR1"	"protein_coding"	"3UTR"
"chr6"	7288147	7288158	"IGF2BP2a_final,IGF2BP2b_final"	"-"	20.05333333	37.436	27.33272727	38.93111111	"ENSG00000124783.14"	"SSR1"	"protein_coding"	"3UTR"
"chr6"	7288362	7288370	"IGF2BP2b_final"	"-"	0.85	9.821428571	19.85	22.18	"ENSG00000124783.14"	"SSR1"	"protein_coding"	"3UTR"
"chr6"	7288430	7288438	"IGF2BP2a_final"	"-"	12.83	13.36333333	10.59142857	9.26	"ENSG00000124783.14"	"SSR1"	"protein_coding"	"3UTR"
"chr6"	7289124	7289132	"IGF2BP2b_final"	"-"	35.98	18.502	20.875	24.21333333	"ENSG00000124783.14"	"SSR1"	"protein_coding"	"3UTR"
"chr6"	7289224	7289232	"IGF2BP2b_final"	"-"	23.22	34.90142857	33.0525	32.07428571	"ENSG00000124783.14"	"SSR1"	"protein_coding"	"3UTR"
"chr6"	7289590	7289598	"IGF2BP2b_final"	"-"	15.48285714	26.928	30.18	23.84	"ENSG00000124783.14"	"SSR1"	"protein_coding"	"3UTR"
"chr6"	7289782	7289790	"IGF2BP2a_final"	"-"	12.18666667	11.68285714	16.17666667	7.44	"ENSG00000124783.14"	"SSR1"	"protein_coding"	"3UTR"
"chr6"	7301436	7301444	"IGF2BP2a_final"	"-"	41.18571429	29.555	34.7925	25.825	"ENSG00000124783.14"	"SSR1"	"protein_coding"	"CDS"
"chr6"	7542061	7542069	"IGF2BP2b_final"	"+"	2.96	0	12.27	12.28	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7555750	7555758	"IGF2BP2a_final"	"+"	24.71	22.93857143	39.85714286	24.36	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7565506	7565514	"IGF2BP2a_final"	"+"	15.15666667	11.22	2.535	2.165	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7566380	7566388	"IGF2BP2a_final"	"+"	16.77	14.94375	0	11.8725	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7566426	7566434	"IGF2BP2b_final"	"+"	2.077142857	10.66714286	6.074285714	8.137142857	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7567434	7567442	"IGF2BP2b_final"	"+"	0	0	6.34	4.575	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7570516	7570524	"IGF2BP2b_final"	"+"	0	0.43375	9.16	4.292	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7571404	7571412	"IGF2BP2b_final"	"+"	13.25428571	18.92166667	29.9375	7.866666667	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7571507	7571516	"IGF2BP2a_final,IGF2BP2b_final"	"+"	10.76571429	21.28	8.622222222	19.692	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7574666	7574674	"IGF2BP2b_final"	"+"	4.635	10.90666667	5.706666667	6.876666667	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7575384	7575392	"IGF2BP2a_final"	"+"	30.9	29.4425	16.56857143	13.056	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7576340	7576348	"IGF2BP2b_final"	"+"	7	7.295	10.00666667	9.13	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7576429	7576437	"IGF2BP2b_final"	"+"	16.46857143	9.926	21.51714286	14.33142857	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7577010	7577018	"IGF2BP2a_final"	"+"	57.48428571	30.82375	17.58428571	31.60375	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7577836	7577844	"IGF2BP2b_final"	"+"	17.7825	23.88714286	10.2	12.2375	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7579349	7579358	"IGF2BP2a_final,IGF2BP2b_final"	"+"	46.29333333	60.76333333	48.19333333	51.04222222	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7583052	7583062	"IGF2BP2a_final,IGF2BP2b_final"	"+"	44.684	35.034	27.67777778	29.90857143	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7583228	7583236	"IGF2BP2b_final"	"+"	40.77142857	38.10166667	42.70857143	43.335	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7583772	7583780	"IGF2BP2a_final"	"+"	17.96857143	17.86333333	10.76333333	0	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7584176	7584184	"IGF2BP2b_final"	"+"	1.272	9.391428571	6.888	19.45333333	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7584332	7584340	"IGF2BP2a_final"	"+"	24.08	11.125	32.27571429	4.882857143	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7584408	7584416	"IGF2BP2a_final"	"+"	16.24857143	20.99714286	5.825714286	6.19	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7584530	7584538	"IGF2BP2a_final"	"+"	18.96857143	35.134	12.78	3.856	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7584692	7584702	"IGF2BP2a_final,IGF2BP2b_final"	"+"	27.345	18.03777778	9.32	11.65714286	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7585058	7585072	"IGF2BP2a_final,IGF2BP2b_final"	"+"	13.232	35.07	24.64	7.665714286	"ENSG00000096696.14"	"DSP"	"protein_coding"	"CDS"
"chr6"	7585942	7585950	"IGF2BP2a_final"	"+"	26.876	26.01142857	14.62857143	27.49714286	"ENSG00000096696.14"	"DSP"	"protein_coding"	"3UTR"
"chr6"	7586128	7586136	"IGF2BP2a_final"	"+"	26.7	16.092	9.795	11.4	"ENSG00000096696.14"	"DSP"	"protein_coding"	"3UTR"
"chr6"	7595071	7595079	"IGF2BP2a_final"	"+"	8.212	15.692	7.845	3.76	"ENSG00000168566.13"	"SNRNP48"	"protein_coding"	"CDS"
"chr6"	7881692	7881700	"IGF2BP2b_final"	"-"	29.904	33.18	27.516	28.44	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"3UTR"
"chr6"	7881744	7881752	"IGF2BP2a_final"	"-"	7.217142857	10.0825	5.262857143	20.6	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"3UTR"
"chr6"	7882156	7882164	"IGF2BP2b_final"	"-"	14.196	2.55	15.45	17.76	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"3UTR"
"chr6"	7882309	7882317	"IGF2BP2a_final"	"-"	47.60571429	53.68142857	47.92	35.05428571	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"3UTR"
"chr6"	7882392	7882400	"IGF2BP2a_final,IGF2BP2b_final"	"-"	16.98	21.67666667	23.592	23.544	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"3UTR"
"chr6"	7882465	7882479	"IGF2BP2a_final,IGF2BP2b_final"	"-"	49.92769231	38.44384615	31.29636364	27.85333333	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"3UTR"
"chr6"	7882635	7882649	"IGF2BP2a_final,IGF2BP2b_final"	"-"	35.54769231	15.08230769	9.98	27.95230769	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"3UTR"
"chr6"	7883136	7883145	"IGF2BP2a_final,IGF2BP2b_final"	"-"	70.915	44.2575	25.6	28.32	"ENSG00000259040.5"	"BLOC1S5-TXNDC5"	"protein_coding"	"3UTR"
"chr6"	7886006	7886014	"IGF2BP2b_final"	"-"	3.3825	10.78571429	33.4725	27.3325	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"CDS"
"chr6"	7889560	7889572	"IGF2BP2a_final,IGF2BP2b_final"	"-"	53.364	36.28444444	33.79090909	56.679999	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"CDS"
"chr6"	7904667	7904675	"IGF2BP2a_final"	"-"	32.32857143	22.65857143	6.5725	5.595	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"CDS"
"chr6"	7910586	7910594	"IGF2BP2a_final"	"-"	3.634285714	9.75375	5.6	9.905714286	"ENSG00000239264.9"	"TXNDC5"	"protein_coding"	"CDS"
"chr6"	8097310	8097318	"IGF2BP2b_final"	"-"	4.96	8.201428571	16.145	28.92	"ENSG00000124802.12"	"EEF1E1"	"protein_coding"	"CDS"
"chr6"	10773005	10773013	"IGF2BP2a_final"	"+"	14.25	10.6925	3.42	4.506666667	"ENSG00000137210.14"	"TMEM14B"	"protein_coding"	"intron"
"chr6"	10982811	10982822	"IGF2BP2a_final,IGF2BP2b_final"	"-"	5.93	3.505	6.394285714	6.031428571	"ENSG00000197977.4"	"ELOVL2"	"protein_coding"	"3UTR"
"chr6"	10982902	10982910	"IGF2BP2a_final"	"-"	8.67	12.02571429	10.85	6.093333333	"ENSG00000197977.4"	"ELOVL2"	"protein_coding"	"3UTR"
"chr6"	10990404	10990412	"IGF2BP2a_final"	"-"	15.43714286	10.958	14.16	3.392	"ENSG00000197977.4"	"ELOVL2"	"protein_coding"	"CDS"
"chr6"	10995124	10995132	"IGF2BP2b_final"	"-"	7.66	8.313333333	14.88	16.98	"ENSG00000197977.4"	"ELOVL2"	"protein_coding"	"CDS"
"chr6"	11184080	11184088	"IGF2BP2a_final,IGF2BP2b_final"	"-"	11.82	5.643333333	7.26	6.986666667	"ENSG00000111859.17"	"NEDD9"	"protein_coding"	"3UTR"
"chr6"	11184308	11184316	"IGF2BP2b_final"	"-"	2.31	4.763333333	6.3	11.39333333	"ENSG00000111859.17"	"NEDD9"	"protein_coding"	"3UTR"
"chr6"	11185014	11185022	"IGF2BP2a_final"	"-"	11.784	13.3375	12.81	6.826666667	"ENSG00000111859.17"	"NEDD9"	"protein_coding"	"3UTR"
"chr6"	11185642	11185650	"IGF2BP2a_final"	"-"	16.79	14.87333333	10.748	0.92	"ENSG00000111859.17"	"NEDD9"	"protein_coding"	"CDS"
"chr6"	11191028	11191036	"IGF2BP2a_final"	"-"	28.61333333	18.38333333	15.055	17.06	"ENSG00000111859.17"	"NEDD9"	"protein_coding"	"CDS"
"chr6"	13793926	13793934	"IGF2BP2a_final"	"-"	4.79	2.152857143	0.39	0	"ENSG00000050393.11"	"MCUR1"	"protein_coding"	"CDS"
"chr6"	13798870	13798878	"IGF2BP2a_final"	"-"	12.06333333	9.246	3.226666667	8.86	"ENSG00000050393.11"	"MCUR1"	"protein_coding"	"CDS"
"chr6"	17605960	17605968	"IGF2BP2a_final"	"+"	7.704	6.936	3.495	4.908	"ENSG00000137414.6"	"FAM8A1"	"protein_coding"	"CDS"
"chr6"	17608292	17608300	"IGF2BP2a_final"	"+"	5.926666667	9.921666667	6.644	4.54	"ENSG00000137414.6"	"FAM8A1"	"protein_coding"	"CDS"
"chr6"	17608502	17608510	"IGF2BP2b_final"	"+"	6.86	4.186666667	18.63	14.66	"ENSG00000137414.6"	"FAM8A1"	"protein_coding"	"3UTR"
