Uniprot ID;Gene name;Protein name;MCF7 pre15 confluent;MCF7 pre30 confluent;MCF7 pre15 half confluent;MCF7 pre30 half confluent;MCF7 combined;HEK293 pre15 confluent;HEK293 pre30 confluent;HEK293 pre15 half confluent;HEK293 pre30 half confluent;HEK293 combined;HeLa pre15 confluent;HeLa pre30 confluent;HeLa pre15 half confluent;HeLa pre30 half confluent;HeLa combined;all combined;MCF7 RBP;HEK293 RBP;HeLa RBP;ihRBP
P61129;ZC3H6;Zinc finger CCCH domain-containing protein 6;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
P62191;PSMC1;26S proteasome regulatory subunit 4;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
P62258;YWHAE;14-3-3 protein epsilon;1;NA;1;1;1;NA;NA;NA;1;1;1;NA;1;NA;1;2;NA;NA;NA;NA
P63000;RAC1;Ras-related C3 botulinum toxin substrate 1;NA;NA;NA;1;1;NA;NA;NA;1;1;1;NA;NA;NA;1;2;NA;NA;NA;NA
P68371;TUBB4B;Tubulin beta-4B chain;NA;1;NA;NA;1;NA;NA;1;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
P82932;MRPS6;28S ribosomal protein S6, mitochondrial;1;NA;NA;NA;1;NA;NA;NA;1;1;1;NA;1;NA;1;2;NA;NA;NA;NA
P82970;HMGN5;High mobility group nucleosome-binding domain-containing protein 5;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA
P98160;HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q01658;DR1;Protein Dr1;NA;NA;NA;1;1;NA;NA;1;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q07021;C1QBP;Complement component 1 Q subcomponent-binding protein, mitochondrial;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;1;2;NA;NA;NA;NA
Q08170;SRSF4;Serine/arginine-rich splicing factor 4;NA;NA;NA;1;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q08188;TGM3;Protein-glutamine gamma-glutamyltransferase E;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q09028;RBBP4;Histone-binding protein RBBP4;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q12792;TWF1;Twinfilin-1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q13347;EIF3I;Eukaryotic translation initiation factor 3 subunit I;NA;NA;1;NA;1;NA;NA;1;1;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q14118;DAG1;Dystroglycan;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q14318;FKBP8;Peptidyl-prolyl cis-trans isomerase FKBP8;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;1;NA;1;2;NA;NA;NA;NA
Q15024;EXOSC7;Exosome complex component RRP42;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q15392;DHCR24;Delta(24)-sterol reductase;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q15418;RPS6KA1;Ribosomal protein S6 kinase alpha-1;1;NA;NA;NA;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q16576;RBBP7;Histone-binding protein RBBP7;1;NA;NA;1;1;NA;NA;1;1;1;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q3L8U1;CHD9;Chromodomain-helicase-DNA-binding protein 9;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q5JPH6;EARS2;Probable glutamate--tRNA ligase, mitochondrial;1;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q5JTV8;TOR1AIP1;Torsin-1A-interacting protein 1;1;NA;NA;NA;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q5M775;SPECC1;Cytospin-B;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q5SSJ5;HP1BP3;Heterochromatin protein 1-binding protein 3;NA;NA;NA;NA;NA;1;NA;1;NA;1;NA;NA;1;1;1;2;NA;NA;NA;NA
Q641Q2;WASHC2A;WASH complex subunit 2A;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q6NYC1;JMJD6;Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q6PEV8;FAM199X;Protein FAM199X;NA;1;NA;NA;1;NA;NA;1;NA;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q70UQ0;IKBIP;Inhibitor of nuclear factor kappa-B kinase-interacting protein;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;NA;NA;NA;NA
Q86W56;PARG;Poly(ADP-ribose) glycohydrolase;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q86Y07;VRK2;Serine/threonine-protein kinase VRK2;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q8N2M8;CLASRP;CLK4-associating serine/arginine rich protein;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;NA;NA;NA;NA
Q8N5N7;MRPL50;39S ribosomal protein L50, mitochondrial;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;NA;NA;NA;NA
Q8NBJ4;GOLM1;Golgi membrane protein 1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q8TA86;RP9;Retinitis pigmentosa 9 protein;NA;NA;NA;1;1;NA;NA;1;NA;1;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q8TBZ6;TRMT10A;tRNA methyltransferase 10 homolog A;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q92581;SLC9A6;Sodium/hydrogen exchanger 6;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q92878;RAD50;DNA repair protein RAD50;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q969Q0;RPL36AL;60S ribosomal protein L36a-like;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;NA;NA;NA;NA
Q96AY3;FKBP10;Peptidyl-prolyl cis-trans isomerase FKBP10;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q96EY1;DNAJA3;DnaJ homolog subfamily A member 3, mitochondrial;NA;NA;NA;1;1;NA;NA;NA;1;1;1;NA;1;NA;1;2;NA;NA;NA;NA
Q96FK6;WDR89;WD repeat-containing protein 89;NA;1;NA;NA;1;NA;NA;1;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q96G23;CERS2;Ceramide synthase 2;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;NA;NA;NA;NA
Q96HY6;DDRGK1;DDRGK domain-containing protein 1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q96IZ7;RSRC1;Serine/Arginine-related protein 53;NA;1;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q96J01;THOC3;THO complex subunit 3;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q96M83;CCDC7;Coiled-coil domain-containing protein 7;1;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q96MX3;ZNF48;Zinc finger protein 48;NA;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q96T88;UHRF1;E3 ubiquitin-protein ligase UHRF1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q99615;DNAJC7;DnaJ homolog subfamily C member 7;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q99623;PHB2;Prohibitin-2;1;NA;NA;NA;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q99878;HIST1H2AJ;Histone H2A type 1-J;NA;NA;1;1;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9BTV4;TMEM43;Transmembrane protein 43;1;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q9BTW9;TBCD;Tubulin-specific chaperone D;NA;NA;1;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9BXF3;CECR2;Cat eye syndrome critical region protein 2;NA;NA;1;NA;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9GZS1;POLR1E;DNA-directed RNA polymerase I subunit RPA49;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q9GZZ1;NAA50;N-alpha-acetyltransferase 50;NA;NA;1;NA;1;NA;NA;NA;1;1;NA;NA;1;1;1;2;NA;NA;NA;NA
Q9H1E3;NUCKS1;Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1;1;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9H444;CHMP4B;Charged multivesicular body protein 4b;NA;1;NA;NA;1;1;NA;1;NA;1;NA;1;1;1;1;2;NA;NA;NA;NA
Q9H5V9;CXorf56;UPF0428 protein CXorf56;1;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q9H6E5;TUT1;Speckle targeted PIP5K1A-regulated poly(A) polymerase;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q9NQC3;RTN4;Reticulon-4;NA;1;NA;NA;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9NR48;ASH1L;Histone-lysine N-methyltransferase ASH1L;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q9NRH3;TUBG2;Tubulin gamma-2 chain;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q9NY35;CLDND1;Claudin domain-containing protein 1;NA;NA;1;NA;1;NA;1;NA;NA;1;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q9NZ01;TECR;Very-long-chain enoyl-CoA reductase;NA;1;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9NZT2;OGFR;Opioid growth factor receptor;NA;1;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q9P2D1;CHD7;Chromodomain-helicase-DNA-binding protein 7;NA;1;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9UFC0;LRWD1;Leucine-rich repeat and WD repeat-containing protein 1;NA;1;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9UHW9;SLC12A6;Solute carrier family 12 member 6;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q9UI12;ATP6V1H;V-type proton ATPase subunit H;1;NA;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9UK61;FAM208A;Protein TASOR;1;NA;NA;NA;1;1;1;1;1;1;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q9UKK3;PARP4;Poly [ADP-ribose] polymerase 4;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q9UNL2;SSR3;Translocon-associated protein subunit gamma;NA;NA;1;1;1;1;NA;NA;NA;1;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q9UPS6;SETD1B;Histone-lysine N-methyltransferase SETD1B;1;NA;NA;NA;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9Y263;PLAA;Phospholipase A-2-activating protein;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;1;1;2;NA;NA;NA;NA
Q9Y289;SLC5A6;Sodium-dependent multivitamin transporter;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;1;2;NA;NA;NA;NA
Q9Y2A7;NCKAP1;Nck-associated protein 1;NA;1;NA;NA;1;NA;NA;1;1;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9Y4K4;MAP4K5;Mitogen-activated protein kinase kinase kinase kinase 5;NA;NA;1;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9Y5Q8;GTF3C5;General transcription factor 3C polypeptide 5;NA;1;NA;NA;1;NA;NA;NA;1;1;NA;NA;1;NA;1;2;NA;NA;NA;NA
Q9Y5T5;USP16;Ubiquitin carboxyl-terminal hydrolase 16;NA;NA;1;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Q9Y6M5;SLC30A1;Zinc transporter 1;1;NA;NA;NA;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
A1L0T0;ILVBL;Acetolactate synthase-like protein;NA;1;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
A2RTX5;TARSL2;Probable threonine--tRNA ligase 2, cytoplasmic;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
A6NHR9;SMCHD1;Structural maintenance of chromosomes flexible hinge domain-containing protein 1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O00401;WASL;Neural Wiskott-Aldrich syndrome protein;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
O14640;DVL1;Segment polarity protein dishevelled homolog DVL-1;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O14672;ADAM10;Disintegrin and metalloproteinase domain-containing protein 10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
O14744;PRMT5;Protein arginine N-methyltransferase 5;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O14787;TNPO2;Transportin-2;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O14975;SLC27A2;Very long-chain acyl-CoA synthetase;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
O15067;PFAS;Phosphoribosylformylglycinamidine synthase;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
O15126;SCAMP1;Secretory carrier-associated membrane protein 1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O15143;ARPC1B;Actin-related protein 2/3 complex subunit 1B;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O15260;SURF4;Surfeit locus protein 4;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O15394;NCAM2;Neural cell adhesion molecule 2;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O15417;TNRC18;Trinucleotide repeat-containing gene 18 protein;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O15427;SLC16A3;Monocarboxylate transporter 4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
O15519;CFLAR;CASP8 and FADD-like apoptosis regulator;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O15541;RNF113A;RING finger protein 113A;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O15551;CLDN3;Claudin-3;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43166;SIPA1L1;Signal-induced proliferation-associated 1-like protein 1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43396;TXNL1;Thioredoxin-like protein 1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43447;PPIH;Peptidyl-prolyl cis-trans isomerase H;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43497;CACNA1G;Voltage-dependent T-type calcium channel subunit alpha-1G;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43570;CA12;Carbonic anhydrase 12;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43681;ASNA1;ATPase ASNA1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43760;SYNGR2;Synaptogyrin-2;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43768;ENSA;Alpha-endosulfine;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43813;LANCL1;LanC-like protein 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
O43865;AHCYL1;S-adenosylhomocysteine hydrolase-like protein 1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O43897;TLL1;Tolloid-like protein 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
O60216;RAD21;Double-strand-break repair protein rad21 homolog;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
O60284;ST18;Suppression of tumorigenicity 18 protein;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA
O60307;MAST3;Microtubule-associated serine/threonine-protein kinase 3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA
O60333;KIF1B;Kinesin-like protein KIF1B;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O60337;MARCH6;E3 ubiquitin-protein ligase MARCH6;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O60427;FADS1;Fatty acid desaturase 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA
O60573;EIF4E2;Eukaryotic translation initiation factor 4E type 2;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O60725;ICMT;Protein-S-isoprenylcysteine O-methyltransferase;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O60779;SLC19A2;Thiamine transporter 1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O60812;HNRNPCL1;Heterogeneous nuclear ribonucleoprotein C-like 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA
O60831;PRAF2;PRA1 family protein 2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O60870;KIN;DNA/RNA-binding protein KIN17;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75110;ATP9A;Probable phospholipid-transporting ATPase IIA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75116;ROCK2;Rho-associated protein kinase 2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75131;CPNE3;Copine-3;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75147;OBSL1;Obscurin-like protein 1;NA;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75151;PHF2;Lysine-specific demethylase PHF2;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75175;CNOT3;CCR4-NOT transcription complex subunit 3;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75362;ZNF217;Zinc finger protein 217;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75391;SPAG7;Sperm-associated antigen 7;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75394;MRPL33;39S ribosomal protein L33, mitochondrial;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA
O75419;CDC45;Cell division control protein 45 homolog;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75648;TRMU;Mitochondrial tRNA-specific 2-thiouridylase 1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75665;OFD1;Oral-facial-digital syndrome 1 protein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA
O75717;WDHD1;WD repeat and HMG-box DNA-binding protein 1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75820;ZNF189;Zinc finger protein 189;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O75874;IDH1;Isocitrate dehydrogenase [NADP] cytoplasmic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;NA
O75915;ARL6IP5;PRA1 family protein 3;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O94880;PHF14;PHD finger protein 14;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O94886;TMEM63A;CSC1-like protein 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
O94979;SEC31A;Protein transport protein Sec31A;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O95059;RPP14;Ribonuclease P protein subunit p14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;1;NA;NA;NA;NA
O95202;LETM1;Mitochondrial proton/calcium exchanger protein;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O95243;MBD4;Methyl-CpG-binding domain protein 4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
O95297;MPZL1;Myelin protein zero-like protein 1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O95429;BAG4;BAG family molecular chaperone regulator 4;NA;NA;NA;NA;NA;1;1;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O95456;PSMG1;Proteasome assembly chaperone 1;NA;1;NA;NA;1;NA;NA;1;1;1;1;1;1;NA;1;1;NA;NA;NA;NA
O95470;SGPL1;Sphingosine-1-phosphate lyase 1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O95490;ADGRL2;Adhesion G protein-coupled receptor L2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O95551;TDP2;Tyrosyl-DNA phosphodiesterase 2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA
O95674;CDS2;Phosphatidate cytidylyltransferase 2;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;NA;1;NA;1;1;NA;NA;NA;NA
O95831;AIFM1;Apoptosis-inducing factor 1, mitochondrial;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O95997;PTTG1;Securin;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
O96008;TOMM40;Mitochondrial import receptor subunit TOM40 homolog;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P00367;GLUD1;Glutamate dehydrogenase 1, mitochondrial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;NA
P00414;MT-CO3;Cytochrome c oxidase subunit 3;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
P00439;PAH;Phenylalanine-4-hydroxylase;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
P00505;GOT2;Aspartate aminotransferase, mitochondrial;NA;NA;NA;NA;NA;1;1;1;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P00533;EGFR;Epidermal growth factor receptor;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA
P02656;APOC3;Apolipoprotein C-III;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
P03915;MT-ND5;NADH-ubiquinone oxidoreductase chain 5;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
